source,user,timestamp,information
iCalendar,Lauren Klein; Tanvi Sharma; Jay Varner,2024-07-09T15:00:00Z,DxD user testing - Diana Duarte
iCalendar,Lauren Klein; Tanvi Sharma; Jay Varner,2024-06-24T15:00:00Z,DxD user testing - Tanvi test
iCalendar,Margy Adams; Shiyao Li; Yang Li; Tanvi Sharma; Jay Varner,2024-06-18T12:00:00Z,"DxD book workshop, part 2"
iCalendar,Margy Adams; Shiyao Li; Yang Li; Tanvi Sharma; Jay Varner,2024-06-12T13:00:00Z,"DxD book workshop, part 1"
iCalendar,Shiyao Li; Jay Varner,2024-05-14T13:00:00Z,Lauren / Emily / Jay / Shiyao
iCalendar,Margy Adams; Shiyao Li; Yang Li; Tanvi Sharma; Jay Varner,2024-06-18T10:00:00Z,hold for dxd in person?
iCalendar,Margy Adams; Shiyao Li; Yang Li; Tanvi Sharma; Jay Varner,2024-06-17T10:00:00Z,hold for dxd in person?
iCalendar,Margy Adams; Shiyao Li; Yang Li; Silas Munro; Tanvi Sharma; Jay Varner,2024-06-10T13:00:00Z,DxD weekly meeting
iCalendar,Margy Adams; Lauren Klein; Shiyao Li; Yang Li; Silas Munro; Tanvi Sharma; Jay Varner,2024-06-17T13:00:00Z,DxD weekly meeting
iCalendar,Margy Adams; Lauren Klein; Shiyao Li; Yang Li; Silas Munro; Tanvi Sharma; Jay Varner,2024-06-10T13:00:00Z,DxD weekly meeting
iCalendar,Margy Adams; Lauren Klein; Shiyao Li; Yang Li; Silas Munro; Tanvi Sharma; Jay Varner,2024-07-29T13:00:00Z,DxD weekly meeting
iCalendar,Margy Adams; Lauren Klein; Shiyao Li; Yang Li; Silas Munro; Tanvi Sharma; Jay Varner,2024-07-08T13:00:00Z,DxD weekly meeting
iCalendar,Margy Adams; Lauren Klein; Shiyao Li; Yang Li; Silas Munro; Tanvi Sharma; Jay Varner,2024-06-24T13:00:00Z,DxD weekly meeting
iCalendar,Margy Adams; Lauren Klein; Shiyao Li; Yang Li; Silas Munro; Tanvi Sharma; Jay Varner,2024-08-05T13:00:00Z,DxD weekly meeting
iCalendar,Margy Adams; Lauren Klein; Shiyao Li; Yang Li; Silas Munro; Tanvi Sharma; Jay Varner,2024-07-01T13:00:00Z,DxD weekly meeting
iCalendar,Margy Adams; Shiyao Li; Yang Li; Tanvi Sharma; Jay Varner; Nicholas Yang,2024-06-21T10:00:00Z,book design mtg w/ silas
iCalendar,Margy Adams; Shiyao Li; Yang Li; Tanvi Sharma; Jay Varner; Nicholas Yang,2024-06-20T10:00:00Z,book design mtg w/ silas
iCalendar,Margy Adams; Shiyao Li; Yang Li; Tanvi Sharma; Jay Varner,2024-05-03T11:00:00Z,DxD weekly meeting
iCalendar,Margy Adams; Shiyao Li; Yang Li; Tanvi Sharma; Jay Varner,2024-05-01T14:00:00Z,DxD weekly meeting
iCalendar,Margy Adams; Tanvi Sharma; Jay Varner,2024-04-25T11:30:00Z,DxD checkin
iCalendar,Yang Li; Jay Varner,2024-04-22T11:00:00Z,Yang / Jay / Lauren talk Du Bois
iCalendar,Margy Adams; Shiyao Li; Yang Li; Tanvi Sharma; Jay Varner,2024-04-19T10:00:00Z,DxD weekly meeting
iCalendar,Margy Adams; Shiyao Li; Yang Li; Tanvi Sharma; Jay Varner,2024-04-17T12:00:00Z,DxD weekly meeting
iCalendar,Margy Adams; Shiyao Li; Yang Li; Tanvi Sharma; Jay Varner,2024-04-12T13:30:00Z,DxD weekly meeting
iCalendar,Margy Adams; Shiyao Li; Yang Li; Tanvi Sharma; Jay Varner,2024-04-10T12:00:00Z,DxD weekly meeting
iCalendar,Margy Adams; Lauren Klein; Tanvi Sharma,2024-04-09T17:00:00Z,"[External] Updated invitation: Margy x Tanvi : Labor layout @ Tue Apr 9, 2024 5pm - 8:30pm (EDT) (lauren.klein@emory.edu)"
iCalendar,Tanvi Sharma; Jay Varner,2024-03-05T12:00:00Z,Lauren / Jay / Tanvi / people vis!
iCalendar,Shiyao Li; Tanvi Sharma,2024-02-14T12:00:00Z,Lauren / Shiyao / Tanvi
iCalendar,Tanvi Sharma; Jay Varner,2023-10-24T13:00:00Z,Lauren / Jay / Tanvi
iCalendar,Margy Adams; Shiyao Li; Yang Li; Tanvi Sharma; Jay Varner,2023-10-02T10:00:00Z,Tanvi in town / in person work sesh
iCalendar,Margy Adams; Lauren Klein; Shiyao Li; Yang Li; Tanvi Sharma; Jay Varner,2023-10-05T10:00:00Z,Tanvi in town / in person work sesh
iCalendar,Margy Adams; Lauren Klein; Shiyao Li; Yang Li; Tanvi Sharma; Jay Varner,2023-10-02T11:00:00Z,Tanvi in town / in person work sesh
iCalendar,Margy Adams; Lauren Klein; Shiyao Li; Yang Li; Tanvi Sharma; Jay Varner,2023-10-04T10:00:00Z,Tanvi in town / in person work sesh
iCalendar,Margy Adams; Lauren Klein; Shiyao Li; Yang Li; Tanvi Sharma; Jay Varner,2023-10-03T10:00:00Z,Tanvi in town / in person work sesh
iCalendar,Margy Adams; Lauren Klein; Shiyao Li; Yang Li; Tanvi Sharma; Jay Varner,2023-10-06T10:00:00Z,Tanvi in town / in person work sesh
iCalendar,Margy Adams; Lauren Klein; Shiyao Li; Yang Li; Tanvi Sharma; Jay Varner,2023-12-11T13:00:00Z,DxD weekly meeting
iCalendar,Margy Adams; Lauren Klein; Shiyao Li; Yang Li; Tanvi Sharma; Jay Varner,2023-11-13T13:00:00Z,DxD weekly meeting
iCalendar,Margy Adams; Lauren Klein; Shiyao Li; Yang Li; Tanvi Sharma; Jay Varner,2024-03-25T12:00:00Z,DxD weekly meeting
iCalendar,Margy Adams; Lauren Klein; Shiyao Li; Yang Li; Tanvi Sharma; Jay Varner,2024-01-16T13:00:00Z,DxD weekly meeting
iCalendar,Margy Adams; Lauren Klein; Shiyao Li; Yang Li; Tanvi Sharma; Jay Varner,2023-12-18T13:00:00Z,DxD weekly meeting
iCalendar,Margy Adams; Lauren Klein; Shiyao Li; Yang Li; Tanvi Sharma; Jay Varner,2024-04-15T13:00:00Z,DxD weekly meeting
iCalendar,Margy Adams; Lauren Klein; Shiyao Li; Yang Li; Tanvi Sharma; Jay Varner,2024-01-22T13:00:00Z,DxD weekly meeting
iCalendar,Margy Adams; Lauren Klein; Shiyao Li; Yang Li; Tanvi Sharma; Jay Varner,2024-02-12T13:00:00Z,DxD weekly meeting
iCalendar,Margy Adams; Lauren Klein; Shiyao Li; Yang Li; Tanvi Sharma; Jay Varner,2024-05-06T13:00:00Z,DxD weekly meeting
iCalendar,Margy Adams; Lauren Klein; Shiyao Li; Yang Li; Tanvi Sharma; Jay Varner,2024-01-29T13:00:00Z,DxD weekly meeting
iCalendar,Margy Adams; Lauren Klein; Shiyao Li; Yang Li; Tanvi Sharma; Jay Varner,2023-10-23T13:00:00Z,DxD weekly meeting
iCalendar,Margy Adams; Lauren Klein; Shiyao Li; Yang Li; Tanvi Sharma; Jay Varner,2024-02-20T13:00:00Z,DxD weekly meeting
iCalendar,Margy Adams; Lauren Klein; Shiyao Li; Yang Li; Tanvi Sharma; Jay Varner,2024-02-05T13:00:00Z,DxD weekly meeting
iCalendar,Margy Adams; Lauren Klein; Shiyao Li; Yang Li; Tanvi Sharma; Jay Varner,2023-11-20T13:00:00Z,DxD weekly meeting
iCalendar,Margy Adams; Lauren Klein; Shiyao Li; Yang Li; Tanvi Sharma; Jay Varner,2023-10-30T13:00:00Z,DxD weekly meeting
iCalendar,Margy Adams; Lauren Klein; Shiyao Li; Yang Li; Tanvi Sharma; Jay Varner,2024-03-18T13:00:00Z,DxD weekly meeting
iCalendar,Margy Adams; Lauren Klein; Shiyao Li; Yang Li; Tanvi Sharma; Jay Varner,2024-01-08T13:00:00Z,DxD weekly meeting
iCalendar,Lauren Klein; Tanvi Sharma,2025-10-23T14:30:00Z,"[External] Invitation: Lauren / Tanvi / Silas Hold for Book Meeting  @ Thu Oct 23, 2025 2:30pm - 3:30pm (EDT) (lauren.klein@emory.edu)"
iCalendar,Lauren Klein; Tanvi Sharma,2025-10-24T16:00:00Z,"[External] Invitation: Tanvi / Silas / Lauren Hold for Dxd Book meeting @ Fri Oct 24, 2025 4pm - 5pm (EDT) (lauren.klein@emory.edu)"
iCalendar,Lauren Klein; Silas Munro; Tanvi Sharma,2025-10-23T15:00:00Z,"[External] Updated invitation: Lauren x Tanvi x Silas chat @ Thu Oct 23, 2025 3pm - 4pm (EDT) (lauren.klein@emory.edu)"
iCalendar,Lauren Klein; Tanvi Sharma,2025-10-31T13:00:00Z,"[External] Updated invitation: DxD Dubois: LK + TS @ Fri Oct 31, 2025 1pm - 2:30pm (EDT) (lauren.klein@emory.edu)"
iCalendar,Margy Adams; Tanvi Sharma; Jay Varner,2026-03-30T00:00:00Z,hold for tanvi in atlanta
Google Drive,Lauren Klein,2026-01-26T18:42:31Z,Shared publications doc
Google Drive,Margy Adams,2026-01-21T20:36:05Z,Copy of Art Log for Alt Text
Google Drive,Margy Adams,2025-12-15T00:14:55Z,Co-Authored Publications
Google Drive,Margy Adams,2026-01-26T20:37:52Z,Charting Hum Labor Abstract
Google Drive,Lauren Klein,2025-12-09T02:13:41Z,FINAL IMAGES FOR BOOK - 12/25
Google Drive,Lauren Klein,2025-12-09T02:14:01Z,all du bois charts if needed
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,921.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,873.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,880.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,881.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,892.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,887.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,916.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,905.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,922.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,907.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,866.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,874.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,911.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,870.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,908.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,903.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,868.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,878.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,914.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,882.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,879.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,918.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,901.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,865.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,923.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,920.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,894.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,919.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,906.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,898.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,891.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,886.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,915.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,902.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,897.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,912.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,895.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,869.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,913.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,883.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,867.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,872.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,909.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,900.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,893.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,884.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,875.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,864.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,888.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,877.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,889.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,863.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,910.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,896.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,924.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,876.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,871.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,885.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,925.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,904.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,917.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,890.jpg
Google Drive,Lauren Klein,2025-05-28T17:21:13Z,899.jpg
Google Drive,Lauren Klein,2025-12-01T22:31:22Z,0215-playfair-indies-rect-cropped.jpg
Google Drive,Lauren Klein,2025-12-01T22:28:23Z,0205-playfair-table-america-rect-cropped.jpg
Google Drive,Lauren Klein,2025-12-01T22:25:11Z,0206-playfair-table-northam-rect-cropped.jpg
Google Drive,Lauren Klein,2025-12-01T22:16:02Z,0201-playfair-northam-cropped.jpg
Google Drive,Lauren Klein,2025-12-01T22:15:37Z,0201-playfair-northam-rect-cropped.jpg
Google Drive,Lauren Klein,2025-12-01T22:10:32Z,0205-playfair-table-america-cropped.jpg
Google Drive,Lauren Klein,2025-12-01T22:10:08Z,0206-playfair-table-northam-cropped.jpg
Google Drive,Lauren Klein,2025-12-01T22:08:41Z,0215-playfair-indies-cropped.jpg
Google Drive,Lauren Klein,2025-11-26T21:06:24Z,0002a-windmap-300dpi.jpg
Google Drive,Lauren Klein,2025-11-26T19:22:48Z,0002b-AR854665.jpg
Google Drive,Lauren Klein,2025-11-20T16:59:09Z,02XX-l_r_111_a_18_plate_ii_after_p046.tif
Google Drive,Lauren Klein,2025-11-05T23:21:11Z,0214-gun-deaths-2018.png
Google Drive,Lauren Klein,2025-11-03T13:31:34Z,0009-AR847648.jpg
Google Drive,Lauren Klein,2025-11-03T13:24:08Z,0005-reprorights.png
Google Drive,Lauren Klein,2025-10-31T21:05:10Z,0330-img001.jpg.jpeg
Google Drive,Lauren Klein,2025-10-31T21:04:12Z,0329-img001.jpg.jpeg
Google Drive,Lauren Klein,2025-10-31T21:00:58Z,0010-AMBOS-BorderQuipu-02.jpg
Google Drive,Lauren Klein,2025-10-25T15:39:26Z,0521-racial disparity factors spiral.png
Google Drive,Lauren Klein,2025-10-25T02:37:07Z,0008b-Stefanie01b_toscale.png
Google Drive,Lauren Klein,2025-10-25T02:36:51Z,0008a-Stefanie01a_toscale.png
Google Drive,Lauren Klein,2025-10-25T01:30:23Z,0213-2018StolenYears_Totals_Periscopic.png
Google Drive,Lauren Klein,2025-10-21T12:30:37Z,0002a-windmap.jpg
Google Drive,Lauren Klein,2025-09-01T19:44:34Z,0605-PLACEHOLDER.png
Google Drive,Lauren Klein,2025-09-01T19:43:00Z,0604-PLACEHOLDER.png
Google Drive,Lauren Klein,2025-09-01T19:39:06Z,0603-frequency.png
Google Drive,Lauren Klein,2025-09-01T19:38:48Z,0602-contributors.png
Google Drive,Lauren Klein,2025-09-01T19:36:32Z,0601-PLACEHOLDER.png
Google Drive,Lauren Klein,2025-09-01T19:33:47Z,0529-PLACEHOLDER.png
Google Drive,Lauren Klein,2025-09-01T19:33:01Z,0528-PLACEHOLDER.png
Google Drive,Lauren Klein,2025-09-01T19:32:11Z,0527-PLACEHOLDER.png
Google Drive,Lauren Klein,2025-09-01T19:31:27Z,0526-data-table.png
Google Drive,Lauren Klein,2025-09-01T19:21:37Z,0518-auc.002.catalog.1908-cropped.jpeg
Google Drive,Lauren Klein,2025-09-01T18:59:15Z,0503-PLACEHOLDER.png
Google Drive,Lauren Klein,2025-09-01T16:20:59Z,0440-PLACEHOLDER.png
Google Drive,Lauren Klein,2025-09-01T15:57:45Z,0414-PLACEHOLDER.png
Google Drive,Lauren Klein,2025-09-01T15:56:07Z,0412-PLACEHOLDER.png
Google Drive,Lauren Klein,2025-09-01T15:52:48Z,0410-PLACEHOLDER.png
Google Drive,Lauren Klein,2025-09-01T15:52:33Z,0411-PLACEHOLDER.png
Google Drive,Lauren Klein,2025-09-01T15:50:22Z,0409-PLACEHOLDER.png
Google Drive,Lauren Klein,2025-09-01T15:50:16Z,0408-PLACEHOLDER.png
Google Drive,Lauren Klein,2025-09-01T15:49:27Z,0407-PLACEHOLDER.png
Google Drive,Lauren Klein,2025-09-01T15:48:49Z,0406-PLACEHOLDER.png
Google Drive,Lauren Klein,2025-09-01T15:41:32Z,0331-PLACEHOLDER.jpg
Google Drive,Lauren Klein,2025-09-01T15:03:40Z,0310-PLACEHOLDER.png
Google Drive,Lauren Klein,2025-09-01T15:03:25Z,0309-PLACEHOLDER.png
Google Drive,Lauren Klein,2025-09-01T15:03:18Z,0308-PLACEHOLDER.png
Google Drive,Lauren Klein,2025-09-01T15:03:11Z,0307-PLACEHOLDER.png
Google Drive,Lauren Klein,2025-09-01T15:00:32Z,0306-PLACEHOLDER.png
Google Drive,Lauren Klein,2025-09-01T15:00:27Z,0305-PLACEHOLDER.png
Google Drive,Lauren Klein,2025-09-01T14:56:22Z,0303-PLACEHOLDER.png
Google Drive,Lauren Klein,2025-09-01T14:49:45Z,0304-PLACEHOLDER.png
Google Drive,Lauren Klein,2025-09-01T14:41:00Z,0312-PLACEHOLDER.jpg
Google Drive,Lauren Klein,2025-09-01T14:32:40Z,0301-PLACEHOLDER.jpg
Google Drive,Lauren Klein,2025-08-31T22:14:38Z,0223-PLACEHOLDER.png
Google Drive,Lauren Klein,2025-08-31T22:12:08Z,0221-PLACEHOLDER.png
Google Drive,Lauren Klein,2025-08-31T22:11:55Z,0222-PLACEHOLDER.png
Google Drive,Lauren Klein,2025-08-31T22:11:45Z,0220-PLACEHOLDER.png
Google Drive,Lauren Klein,2025-08-31T22:09:07Z,0219-PLACEHOLDER.png
Google Drive,Lauren Klein,2025-08-31T21:59:27Z,0211-PLACEHOLDER.png
Google Drive,Lauren Klein,2025-08-31T21:57:48Z,0210-PLACEHOLDER.png
Google Drive,Lauren Klein,2025-08-31T21:57:28Z,0209-PLACEHOLDER.png
Google Drive,Lauren Klein,2025-08-31T21:56:26Z,0208-PLACEHOLDER.png
Google Drive,Lauren Klein,2025-08-31T21:56:15Z,0207-PLACEHOLDER.png
Google Drive,Lauren Klein,2025-08-31T18:24:25Z,0112-PLACEHOLDER.png
Google Drive,Lauren Klein,2025-08-31T18:23:41Z,0111-PLACEHOLDER.png
Google Drive,Lauren Klein,2025-08-31T18:22:38Z,0110-PLACEHOLDER.png
Google Drive,Lauren Klein,2025-08-31T18:21:21Z,0109-PLACEHOLDER.png
Google Drive,Lauren Klein,2025-08-31T18:20:21Z,0108-PLACEHOLDER.png
Google Drive,Lauren Klein,2025-08-31T18:19:42Z,0107-PLACEHOLDER.png
Google Drive,Lauren Klein,2025-08-31T16:15:42Z,0011-ruest.jpg
Google Drive,Lauren Klein,2025-08-31T16:07:46Z,0004-table.png
Google Drive,Lauren Klein,2025-08-31T16:06:03Z,0003-PLACEHOLDER.png
Google Drive,Lauren Klein,2025-08-23T15:14:41Z,0517-perfecscope-zbHCp_orig-zoom.jpg
Google Drive,Lauren Klein,2025-08-23T15:04:45Z,0516-master-pnp-ppmsca-08700-08778u.tif
Google Drive,Lauren Klein,2025-08-17T14:51:36Z,0225-jevons002.jpg
Google Drive,Lauren Klein,2025-08-17T14:51:34Z,0226-jevons001.jpg
Google Drive,Lauren Klein,2025-08-08T16:56:53Z,0511-master-rbc-rbaapc-10601-0031.tif
Google Drive,Lauren Klein,2025-07-31T17:26:46Z,0429-Willard-4545001.jpg
